folio,text in tag,before,after
tc_p004r_preTEI,sandaraque,"['quil', 'soict', 'bien', 'tost', 'fondu', 'Et', 'remue', 'tousjours', 'jusques', 'la']","['soict', 'bien', 'fondue', 'sur', 'foeu', 'de', 'charbon', 'Ce', 'que', 'tu']"
tc_p004r_preTEI,plastre,"['Si', 'tu', 'veulx', 'vernir', 'sur', 'le']","['ou', 'muraille', 'donne', 'premierement', 'ta', 'colle', 'de', 'retaille', 'bien', 'chaulde']"
tc_p004r_preTEI,colle de retaille,"['veulx', 'vernir', 'sur', 'le', 'plastre', 'ou', 'muraille', 'donne', 'premierement', 'ta']","['bien', 'chaulde', 'car', 'si', 'elle', 'estoict', 'refroidie', 'elle', 'nentreroit', 'poinct']"
tc_p004r_preTEI,vernis ,"['dans', 'la', 'muraille', '&', 'quand', 'tu', 'y', 'aurois', 'mis', 'ton']","['elle', 'senleveroit']"
tc_p004r_preTEI,vernis dhuile,['Le'],"['daspic', 'nest', 'pas', 'si', 'propre', 'pour', 'les', 'couleurs', 'que', 'celuy']"
tc_p004r_preTEI,tourmentine,"['nest', 'pas', 'si', 'propre', 'pour', 'les', 'couleurs', 'que', 'celuy', 'de']","['car', 'lhuile', 'daspic', 'faict', 'mourir', 'mange', 'les', 'couleurs', 'pour', 'estre']"
tc_p004r_preTEI,huile daspic,"['Le', 'vernis', 'd']","['nest', 'pas', 'si', 'propre', 'pour', 'les', 'couleurs', 'que', 'celuy', 'de']"
tc_p004r_preTEI,savon blanc,"['Prens', 'du']","['&', 'de', 'la', 'cendree', 'tamisee', '&', 'le', 'tout', 'destremper', 'dans']"
tc_p004r_preTEI,cendre,"['Prens', 'du', 'savon', 'blanc', '&', 'de', 'la']","['e', 'tamisee', '&', 'le', 'tout', 'destremper', 'dans', 'de', 'leau', 'Et']"
tc_p004r_preTEI,eau,"['la', 'cendree', 'tamisee', '&', 'le', 'tout', 'destremper', 'dans', 'de', 'l']","['Et', 'avecq', 'une', 'esponge', 'prens', 'de', 'ladicte', 'cendre', '&', 'savon']"
tc_p004r_preTEI,cendre,"['dans', 'de', 'leau', 'Et', 'avecq', 'une', 'esponge', 'prens', 'de', 'ladicte']","['&', 'savon', '&', 'en', 'frotte', 'le', 'tableau', 'Et', 'comme', 'tu']"
tc_p004r_preTEI,savon,"['Prens', 'du']","['blanc', '&', 'de', 'la', 'cendree', 'tamisee', '&', 'le', 'tout', 'destremper']"
tc_p004r_preTEI,vernis,"['frotte', 'le', 'tableau', 'Et', 'comme', 'tu', 'verras', 'que', 'le', 'vieulx']","['sera', 'oste', 'Jecte', 'un', 'seau', 'deau', 'contre', 'le', 'tableau', 'pour']"
tc_p004r_preTEI,eau,"['de', 'ladicte', 'cendre', '&', 'savon', '&', 'en', 'frotte', 'le', 'tabl']","['Et', 'comme', 'tu', 'verras', 'que', 'le', 'vieulx', 'vernis', 'sera', 'oste']"
tc_p004r_preTEI,vernis de tourmentine,"['Apres', 'estant', 'le', 'tableau', 'sec', 'tu', 'y', 'peulx', 'estandre', 'ton']",[]
tc_p004v_preTEI,huile de ,['Prens'],"['lin', 'ou', 'pour', 'meilleur', 'marche', 'de', 'l', 'huile', 'de', 'noix']"
tc_p004v_preTEI,huile,['Prens'],"['de', 'lin', 'ou', 'pour', 'meilleur', 'marche', 'de', 'l', 'huile', 'de']"
tc_p004v_preTEI,crostes depain,"['des', 'aulx', '&', 'oignons', 'queues', 'de', 'pourrceaulx', 'aulcuns', 'adjoustent', 'des']","['que', 'tu', 'feras', 'bouillir', 'dedans', 'un', 'bon', 'quart', 'dheure', 'Apres']"
tc_p004v_preTEI,huile,"['Prens', 'huile', 'de', 'lin', 'ou', 'pour', 'meilleur', 'marche', 'de', 'l']","['de', 'noix', 'Et', 'la', 'fais', 'desgraisser', 'avecq', 'des', 'aulx', '&']"
tc_p004v_preTEI,poix noire,"['une', 'lb', 'dhuile', 'ainsy', 'bouilly', 'la', 'grosseur', 'dune', 'noix', 'de']","['&', 'une', 'joinctee', 'de', 'bled', 'de', 'froment', 'sans', 'oster', 'les']"
tc_p004v_preTEI,poix,"['une', 'lb', 'dhuile', 'ainsy', 'bouilly', 'la', 'grosseur', 'dune', 'noix', 'de']","['noire', '&', 'une', 'joinctee', 'de', 'bled', 'de', 'froment', 'sans', 'oster']"
tc_p004v_preTEI,huile,"['un', 'bon', 'quart', 'dheure', 'Apres', 'mects', 'dans', 'une', 'lb', 'd']","['ainsy', 'bouilly', 'la', 'grosseur', 'dune', 'noix', 'de', 'poix', 'noire', '&']"
tc_p004v_preTEI,fer,"['de', 'pourrceaulx', 'aulcuns', 'adjoustent', 'des', 'crostes', 'de', 'pain', 'que', 'tu']","['as', 'bouillir', 'dedans', 'un', 'bon', 'quart', 'dheure', 'Apres', 'mects', 'dans']"
tc_p004v_preTEI,charbons,"['pour', 'vernir', 'mects', 'ton', 'fer', 'sur', 'le', 'foeu', 'legier', 'de']","['&', 'aplique', 'avecques', 'une', 'plume', 'ou', 'broisse', 'ton', 'vernis', 'Et']"
